INDEX;A_TOTAL_AMT_DELQ_1;A_TOTAL_BALANCES;A_TOTAL_NBR_ACCTS;MARITAL_STATUS_1;MARITAL_STATUS_2;MARITAL_STATUS_3;MARITAL_STATUS_4;RENT_BUY_CODE_1;RENT_BUY_CODE_2;RENT_BUY_CODE_3;RENT_BUY_CODE_4;CURR_RES_MTHS;PREV_RES_MTHS;OCCN_CODE;CURR_EMPL_MTHS;PREV_EMPL_MTHS;CHQ_ACCT_IND_1;CHQ_ACCT_IND_2;CHQ_ACCT_IND_3;SAV_ACCT_IND_1;SAV_ACCT_IND_2;SAV_ACCT_IND_3;TOTAL_NBR_CREDIT_CARDS;NBR_OF_DEPENDANTS;AMEX_CARD_1;DINERS_CARD_1;VISA_CARD_1;MASTERCARD_1;RETAIL_CARDS_1;B_ENQ_LAST_WEEK;B_ENQ_L1M;B_ENQ_L3M;B_ENQ_L6M_GR1;B_ENQ_L6M_GR2;B_ENQ_L6M_GR3;B_ENQ_L12M_GR1;B_ENQ_L12M_GR2;B_ENQ_L12M_GR3;B_DEF_PAID_L12M;B_ENQ_L6M;B_DEF_PAID_IND_1;B_DEF_UNPD_IND_1;A_DISTRICT_APPLICANT;DVR_LIC;CREDIT_CARD_TYPE_1;AGE_AT_APPLICATION;TARGET_FLAG_1
5794;0;0;0;1;1;0;0;1;0;1;0;0.002463054;0.113636364;0;0.005555556;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0.166666667;1;0;0.531914894;1
5842;0;0;0;1;1;0;0;1;0;0;1;0.603448276;0.022727273;0;0.183333333;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0.333333333;0;0;0.5;0.4;0;0;0.142857143;0;0;0.666666667;1;0;0.489361702;1
5850;0;0;0;1;1;0;0;1;0;0;1;0.096059113;0.015151515;0;0.002777778;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.4;0;0;0;0;0.166666667;1;0;0.425531915;1
5853;0;0;0;1;0;0;1;1;1;0;0;0.086206897;0;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.166666667;1;0;0.404255319;1
5916;1;1;0.5;1;1;0;0;1;1;0;0;0.174876847;0;0;0.333333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.468085106;1
5934;0;0;0;1;0;0;1;1;0;1;0;0.056650246;0.003787879;0;0.4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.404255319;1
5979;0;0;0;1;1;0;0;1;1;0;0;0.677339901;0;0.111111111;0.166666667;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;1;0.638297872;1
6076;0;0;0;1;0;1;0;1;0;1;0;0.588669951;0;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;1;0.333333333;0;1;0.5;0.2;1;0;0.571428571;0;0;0.333333333;1;0;0.510638298;1
6302;0;0;0;0;1;1;0;1;0;1;0;0.086206897;0;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.833333333;1;0;0.553191489;1
6390;0;0;0;1;0;1;0;0;1;1;0;0;0.045454545;0;0.066666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.666666667;0.25;0.2;0.4;0;0.285714286;0;0;0.166666667;1;0;0.021276596;1
6427;0;0;0;1;0;1;0;1;0;1;0;0.039408867;0.545454545;0;0.038888889;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0.25;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.333333333;1;0;0.574468085;1
6432;0;0.317798711;0.5;1;1;0;0;1;1;0;0;0.618226601;0;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.25;0.2;0;0;0.142857143;0;0;1;1;0;0.70212766;1
6434;0;0;0;1;1;0;0;1;1;0;0;0.837438424;0;0;0.369444444;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0.25;0;0.333333333;0.333333333;0.25;0.2;0.2;0;0.285714286;0;0;0.5;1;0;0.553191489;1
6444;0;0;0;1;1;0;0;1;1;0;0;0.004926108;0.113636364;0;0.133333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0.5;0.5;0;0.333333333;0.333333333;0;0.4;0.2;0;0.428571429;0;0;0.5;1;0;0.404255319;1
6458;0;0;0;1;1;0;0;1;1;0;0;0.044334975;0.056818182;0;0.069444444;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.25;0;0;1;0.25;0;0.8;0;0.571428571;0;0;0.5;1;0;0.340425532;1
6747;0;0;0.5;1;0;0;1;1;1;0;0;0.027093596;0.056818182;0.833333333;0.2;0.235294118;1;0;0;1;0;0;0.5;0;1;1;1;1;1;0;0;0.25;0.333333333;0.333333333;0;0.25;0.2;0.6;0;0.285714286;0;0;0.5;1;1;0.234042553;1
6765;0;0;0;1;0;0;1;1;0;0;1;0.088669951;0.003787879;0;0.416666667;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.936170213;1
6819;0;0;0;1;1;0;0;1;1;0;0;0.115763547;0;0;0.05;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0.5;0.5;0;0.333333333;1;0.25;0.2;0.6;0;0.571428571;0;0;0.166666667;1;0;0.234042553;1
6940;0;0;0;1;0;1;0;1;0;1;0;0.012315271;0.113636364;0;0.111111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.085106383;1
7010;0;0;0;1;0;0;1;1;1;0;0;0.115763547;0;0;0.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.833333333;1;0;0.914893617;1
7031;0;0;0;1;1;0;0;1;1;0;0;0.123152709;0.011363636;0;0.155555556;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.787234043;1
7071;0;0;0;1;0;1;0;1;0;1;0;0.032019704;0.053030303;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0.25;0;0;0;0.142857143;0;0;0.333333333;1;0;0.276595745;1
7088;0;0;0;1;1;0;0;1;1;0;0;0.293103448;0;0;0.033333333;0;0;1;0;0;1;0;0;0.5;0;0;0;0;0;0;0.5;0.25;0.333333333;0;0.333333333;0.5;0;0.8;0;0.571428571;0;0;0.166666667;1;0;0.446808511;1
7117;0;0;0;1;0;0;1;1;0;0;1;0.298029557;0;0.166666667;0.002777778;0.294117647;1;0;0;1;0;0;0.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;1;0.829787234;1
7123;0;0;0;0;1;1;0;1;1;0;0;0.187192118;0.018939394;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.25;1;1;0;0;1;0;0;0.6;0;0.857142857;0;0;0.166666667;1;0;0.914893617;1
7176;0;0;0;1;0;1;0;1;0;0;1;0.019704433;0.234848485;0;0.336111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.166666667;1;0;0.276595745;1
7184;0;0;0;1;0;0;1;1;0;1;0;0.012315271;0.204545455;0;0.013888889;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.14893617;1
7196;0;0;0;1;1;0;0;1;1;0;0;0.041871921;0.090909091;0;0.2;0;0;1;0;0;1;0;0;0.5;0;0;0;0;0;0;0.5;0.25;0.333333333;0;0.333333333;0.25;0;0.4;0;0.285714286;0;0;0.5;1;0;0.212765957;1
7264;0;0;0.5;1;0;0;1;1;1;0;0;0.460591133;0;0.833333333;0.266666667;0.705882353;1;0;0;1;0;0;0.5;0;0;0;1;0;0;0;0;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.333333333;1;1;0.914893617;1
7282;0;0;0;1;0;1;0;1;1;0;0;0.002463054;0.454545455;0;0.05;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0.333333333;0.5;0;0.2;0;0.285714286;0;0;0.333333333;1;0;0.170212766;1
7373;0;0;0;1;0;0;1;1;0;1;0;0.115763547;0;0;0.133333333;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.333333333;1;0;0.255319149;1
7409;0;0;0;1;0;0;1;0;1;1;0;0.027093596;0.113636364;0;0.011111111;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0.333333333;0;0;0.2;0;0;0.142857143;0;0;0.5;1;0;0.14893617;1
7473;0;0;0;1;0;1;0;1;0;1;0;0;0.064393939;0;0.008333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0.666666667;1;0.25;0.4;0.8;0;0.857142857;0;0;0.5;1;0;0.063829787;1
7492;0;0;0;1;1;0;0;1;1;0;0;0.056650246;0.227272727;0;0.766666667;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0.25;0.5;0.25;0.333333333;0.333333333;0;0.5;0.6;0;0;0.285714286;0;0;0.333333333;1;0;0.489361702;1
7577;0;0;0;1;1;0;0;1;0;0;1;0;0.045454545;0;0.05;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0.333333333;0.333333333;0;0.2;0.2;0;0.285714286;0;0;0.5;1;0;0.574468085;1
7593;0;0;0;1;0;1;0;1;1;0;0;0.012315271;0.022727273;0;0.183333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;0;0;1;0;0.285714286;0;0;0.166666667;1;0;0.106382979;1
7773;0;0;0;1;0;0;1;1;0;1;0;0;0.045454545;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0.333333333;1;0;0.234042553;1
7829;0;0;0;1;0;0;1;1;1;0;0;0.366995074;0;0.611111111;0.833333333;0;1;0;0;1;0;0;0.5;0.5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0.617021277;1
7860;0;0;0;1;1;0;0;1;0;0;1;0.086206897;0;0;0.433333333;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.468085106;1
7861;0;0.187902826;0.5;1;1;0;0;1;1;0;0;0.086206897;0;0;0.1;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0.25;0.333333333;0;0.333333333;0.25;0;0.2;0;0.285714286;0;0;0.166666667;1;0;0.382978723;1
7928;0;0;0;1;1;0;0;1;0;0;1;0.071428571;0.185606061;0;0.033333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.333333333;0;0;0.4;0;0.142857143;0;0;0.166666667;1;0;0.680851064;1
7940;0;0;0;1;1;0;0;1;0;1;0;0.086206897;0;0;0;0;0;1;0;0;1;0;0;0.75;0;0;0;0;0;0;0;0.75;0;0.333333333;0.333333333;0;0.2;0.2;0;0.428571429;0;0;0.166666667;1;0;0.489361702;1
7950;0;0;0;1;0;0;1;1;1;0;0;0.032019704;0.227272727;0;0.766666667;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.166666667;1;0;0.510638298;1
7966;0;0;0;1;0;0;1;1;0;1;0;0.115763547;0.090909091;0.388888889;0.2;0;1;0;0;1;0;0;0.5;0.5;1;1;1;1;1;0;1;0.5;0;0.666666667;0;0;0.4;0;0;0.285714286;0;0;0.333333333;1;1;0.446808511;1
7995;0;0;0;1;0;1;0;0;1;1;0;0.588669951;0;0;0.133333333;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.021276596;1
8062;0;0;0;1;0;1;0;0;1;1;0;0.5591133;0;0;0.183333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.4;0;0;0.142857143;0;0;0.166666667;1;0;0.14893617;1
8179;0;0;0;1;0;0;1;1;0;1;0;0.017241379;0.772727273;0.166666667;0.333333333;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0.333333333;0.333333333;0;0.4;0.2;0;0.285714286;0;0;0.666666667;1;1;0.106382979;1
8295;0;0;0;1;0;0;1;1;1;0;0;0.100985222;0.022727273;0;0.033333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.212765957;1
8297;0;0;0;1;1;0;0;1;1;0;0;0.285714286;0.034090909;0;0.002777778;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.25;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.166666667;1;0;0.489361702;1
8349;0;0.175012395;0.5;1;0;0;1;1;1;0;0;0.47044335;0;0.555555556;0.333333333;0.941176471;1;0;0;1;0;0;1;0.5;1;1;1;1;1;0;0;0.25;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.166666667;1;1;0.361702128;1
8380;0;0;0.5;1;1;0;0;1;0;0;1;0.544334975;0.022727273;0;0.183333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0.2;0;0;0;0;0.166666667;1;0;0.574468085;1
8401;0;0;0;1;1;0;0;1;0;0;1;0;0.151515152;0;0.061111111;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0.333333333;0.25;0;0.2;0;0.142857143;0;0;0.5;1;0;0.340425532;1
8414;0;0;0;1;0;0;1;1;1;0;0;0.204433498;0;0.833333333;0.166666667;1;1;0;0;1;0;0;0;0.5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;1;0.29787234;1
8630;0;0;0;1;0;0;1;1;0;1;0;0.007389163;0.049242424;0;0.044444444;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0.5;0.5;0.333333333;0.333333333;0;0.25;0.2;0.6;0;0.285714286;0;0;0.166666667;1;0;0.340425532;1
8714;0;0;0;1;1;0;0;1;1;0;0;0.100985222;0.022727273;0;0.083333333;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0.340425532;1
8824;0;0;0;1;0;1;0;0;1;1;0;0.411330049;0;0;0.083333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.191489362;1
8832;0;0;0;1;1;0;0;1;1;0;0;0.02955665;0.231060606;0;0.472222222;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.276595745;1
8892;0;0;0;1;0;1;0;1;1;0;0;0.352216749;0;0.555555556;0.386111111;0;1;0;0;1;0;0;1;0.25;0;0;1;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0.5;1;1;0.553191489;1
8906;0;0;0;1;1;0;0;1;1;0;0;0.012315271;0.136363636;0.833333333;0.083333333;0.588235294;1;0;0;1;0;0;0.5;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.333333333;1;1;0.14893617;1
8926;0;0;0.5;1;1;0;0;1;1;0;0;0.086206897;0;0;0.3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.70212766;1
9065;0;0;0;1;0;1;0;1;0;1;0;0.041871921;0.227272727;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0;1;0;0;0;0.571428571;0;0;0.166666667;1;0;0.276595745;1
9165;0;0;0;1;0;1;0;1;0;1;0;0.027093596;0.045454545;0;0.133333333;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0.75;0.333333333;0;0.666666667;0.75;0;0.4;0;0.428571429;0;0;0.166666667;1;0;0.191489362;1
9226;0;0;0;1;0;0;1;1;1;0;0;0.064039409;0.136363636;0.833333333;0.483333333;0;1;0;0;1;0;0;0.5;0.5;1;1;1;1;1;0;0.5;0.25;0.333333333;0.333333333;0;0.75;0.2;0;0;0.285714286;0;0;0.166666667;1;1;0.425531915;1
9247;0;1;0.5;1;0;0;1;1;1;0;0;0.293103448;0;0.833333333;0.433333333;0;0;1;0;0;1;0;0.5;0.75;1;1;1;1;1;0;0;0;0;0.333333333;0;0.25;0.2;0;0;0.142857143;0;0;0.166666667;1;1;0.425531915;1
9271;0;0;0;1;0;1;0;1;0;1;0;0.088669951;0;0;0.066666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0.333333333;0;0.2;0.2;0;0.428571429;0;0;0.333333333;1;0;0.212765957;1
9274;0;0;0;1;0;0;1;1;0;1;0;0.022167488;0.113636364;0;0.083333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0.666666667;0;0;0.4;0;0;0.285714286;0;0;0.5;1;0;0.212765957;1
9366;0;0;0.5;1;0;0;1;1;0;1;0;0.027093596;0.545454545;0.833333333;0.066666667;0;1;0;0;1;0;0;1;0.25;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.166666667;1;1;0.531914894;1
9369;0;0;0;1;1;0;0;1;0;1;0;0.012315271;0.636363636;0;0.016666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.829787234;1
9386;0;0;0;1;1;0;0;1;1;0;0;0.086206897;0;0;0.2;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0.25;0.333333333;0.333333333;0;0.25;0.2;0.8;0;0.285714286;0;0;0.166666667;1;0;0.276595745;1
9427;0;0;0;1;1;0;0;1;1;0;0;0.204433498;0;0;0.433333333;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;1;0;0.382978723;1
9496;0;0;0;1;1;0;0;1;0;1;0;0.027093596;0.136363636;0;0.008333333;0;0;1;0;0;1;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;1;1;0;0.553191489;1
9502;0;0;0.5;1;1;0;0;1;0;0;1;0;0.181818182;0;0.058333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;0.666666667;0;0.4;0.4;0;0.571428571;0;0;0.833333333;1;0;0.212765957;1
9514;0;0;0;1;1;0;0;1;1;0;0;0;0.272727273;0;0.472222222;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;1;0.75;0;0;0.666666667;0;0;0.6;0;0.428571429;0;0;0.833333333;1;0;0.319148936;1
9526;0;0;0.5;1;0;0;1;1;1;0;0;0.145320197;0;0.833333333;0.097222222;0.088235294;0;1;0;0;1;0;0;0.5;1;1;1;1;1;0;0;0.75;0;0;1;0.25;0;0.6;0;0.428571429;0;0;0.166666667;1;1;0.29787234;1
9529;0;0;0;1;1;0;0;1;0;0;1;0.007389163;0.863636364;1;0.666666667;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0.4;0;0;0;0;0;1;1;1;0.70212766;1
9548;0;1;0.5;1;0;1;0;1;0;1;0;0.012315271;0.053030303;0;0.133333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.5;1;0;0.063829787;1
9558;0;0;0;1;1;0;0;1;0;0;1;0.115763547;0;0;0.166666667;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.638297872;1
9600;0;0;0;1;0;1;0;0;1;1;0;0.655172414;0.011363636;0;0.169444444;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.75;0;0;1;0;0.2;0.6;0;0.428571429;0;0;0.333333333;1;0;0.085106383;1
9688;0;0;0;1;0;1;0;1;1;0;0;0.054187192;0.140151515;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.666666667;1;0;0.319148936;1
9758;0;0;0;1;0;0;1;1;0;1;0;0.086206897;0;0;0.383333333;0;1;0;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.333333333;1;0;0.574468085;1
9772;0;0;0.5;1;0;0;1;1;1;0;0;0.022167488;0.272727273;0.277777778;0.366666667;0;0;1;0;0;1;0;0;0.5;1;1;1;1;1;0;1;0.75;0.333333333;0;0.666666667;0.25;0;0.8;0;0.714285714;0;0;0.166666667;1;1;0.744680851;1
9795;0;0;0;1;1;0;0;1;1;0;0;0;0.227272727;0;0.1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.666666667;0;0;0.4;0;0.285714286;0;0;0.166666667;1;0;1;1
9797;0;0;0;1;0;0;1;1;1;0;0;0.004926108;0.818181818;0;0.005555556;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;1;1;0;0.170212766;1
9858;0;0;0;1;1;0;0;1;1;0;0;0.145320197;0;0;0.011111111;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.333333333;1;0;0.510638298;1
9871;0;0;0;1;0;0;1;1;1;0;0;0.5591133;0;0.833333333;0.966666667;0;1;0;0;1;0;0;0;0.5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0.142857143;0;0;0.666666667;1;1;0.595744681;1
9966;0;0;0;1;1;0;0;1;0;1;0;0.071428571;0.068181818;0;0.130555556;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.170212766;1
10065;0;0;0;1;1;0;0;1;0;0;1;0.014778325;0.022727273;0;0.283333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0.25;0;0.4;0;0.142857143;0;0;0.5;1;0;0.234042553;1
10082;0;0;0;1;0;1;0;0;1;1;0;0.532019704;0;0;0.091666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0.166666667;1;0;0.042553191;1
10101;0;0;0;1;1;0;0;1;0;0;1;0.219211823;0.022727273;0;0.083333333;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.531914894;1
10159;0;0;0;1;0;1;0;1;0;1;0;0.012315271;0.954545455;0;0.016666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.333333333;1;0;0.063829787;1
10185;0;0;0;1;1;0;0;1;0;1;0;0;0.068181818;0;0.025;0;0;1;0;1;0;0;0;0.25;0;0;0;0;0;0;0.5;0.75;0.666666667;0.666666667;0;0.5;1;0.2;0;0.571428571;0;0;0.5;1;0;0.276595745;1
10208;0;0;0;1;0;0;1;1;1;0;0;0.174876847;0;0.888888889;0.2;0.352941176;1;0;0;1;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0.5;1;1;0.255319149;1
10260;0;0;0;1;0;0;1;0;1;1;0;0.115763547;0;0;0.075;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0.666666667;0.25;0;0.4;0;0.428571429;0;0;0.333333333;1;0;0.127659574;1
10277;0;0;0;1;1;0;0;1;1;0;0;0.115763547;0;0;0.566666667;0;0;1;0;1;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0;0.333333333;0;0;0.2;0;0.142857143;0;0;0.5;1;0;0.361702128;1
10312;0;1;0.5;1;0;0;1;1;0;1;0;0.086206897;0.090909091;0.833333333;0.013888889;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0.25;0.5;0.25;0.333333333;0;0.333333333;0.25;0.2;0.8;0;0.285714286;0;0;0.333333333;1;1;0.234042553;1
10325;0;0;0;1;1;0;0;1;1;0;0;0.002463054;0.181818182;0;0.2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0.333333333;0;0;0.25;0.8;0;0;0.285714286;0;0;0.666666667;1;0;0.489361702;1
10328;0;0;0;1;1;0;0;1;1;0;0;0.381773399;0;0;0.016666667;0;0;1;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.166666667;1;0;0.234042553;1
10487;0;0;0;1;0;1;0;1;1;0;0;0.056650246;0.136363636;0;0.016666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0.666666667;0;0;1;0;0.285714286;0;0;0.833333333;1;0;0.063829787;1
10555;0;0;0;1;0;0;1;1;1;0;0;0.293103448;0;0;0.133333333;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5;0.25;0;0.333333333;0.333333333;0;0.2;0.2;0;0.285714286;0;0;0.5;1;0;0.468085106;1
10556;0;0;0;1;1;0;0;1;1;0;0;0.056650246;0.181818182;0;0.166666667;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0.2;0;0.142857143;0;0;0.833333333;1;0;0.468085106;1
10604;0;0;0;1;1;0;0;1;0;0;1;0.02955665;0.113636364;0;0.116666667;0;1;0;0;1;0;0;0;0.5;0;0;0;0;0;0.5;1;1;1;1;1;0.75;1;1;0;1;0;0;0.5;1;0;0.404255319;1
10623;0;0;0;1;0;1;0;1;0;1;0;0.588669951;0;0;0.4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.333333333;1;0;0.765957447;1
10814;0;0;0;1;0;1;0;1;1;0;0;0.027093596;0.727272727;0;0.030555556;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.285714286;0;0;0.5;1;0;0.021276596;1
10815;0;0;0;1;0;0;1;1;0;0;1;0.017241379;0.136363636;0.833333333;0.105555556;1;0;1;0;0;1;0;0;0.25;1;1;1;1;1;0;0;0.25;0.333333333;0;0;0.25;0;0;0;0.142857143;0;0;0.333333333;1;1;0.404255319;1
10844;0;0.526524541;0.5;1;1;0;0;1;1;0;0;0.027093596;0.136363636;0;0.2;0;1;0;0;1;0;0;0;0.25;0;0;0;0;0;0;0;0;0.666666667;0;0;0.5;0;0.2;0;0.285714286;0;0;0.666666667;1;0;0.404255319;1
10902;0;0;0;1;0;1;0;0;1;1;0;0.216748768;0.018939394;0;0.027777778;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.166666667;1;0;0.085106383;1
